,reward,difficulty,duration,mobile,social,web,bogo,discount,informational,age,income,F,M,O,days_since_member
30500,3,7,7,1,1,1,0,1,0,63,119000.0,0,1,0,1616
39386,3,7,7,1,1,1,0,1,0,50,75000.0,1,0,0,1142
28011,2,10,10,1,1,1,0,1,0,58,114000.0,1,0,0,1599
13203,5,5,5,1,1,1,1,0,0,51,50000.0,0,1,0,547
12585,10,10,7,1,1,0,1,0,0,52,71000.0,1,0,0,1662
27530,2,10,7,1,0,1,0,1,0,56,80000.0,0,1,0,1363
2044,0,0,3,1,1,0,0,0,1,53,111000.0,0,1,0,1148
32507,5,5,5,1,1,1,1,0,0,60,66000.0,0,1,0,1760
6363,5,5,5,1,1,1,1,0,0,80,75000.0,1,0,0,1483
15541,5,5,7,1,0,1,1,0,0,20,37000.0,0,1,0,112
2909,3,7,7,1,1,1,0,1,0,47,69000.0,0,1,0,1817
17036,2,10,7,1,0,1,0,1,0,48,71000.0,1,0,0,1571
40163,5,5,7,1,0,1,1,0,0,37,43000.0,0,1,0,1641
8288,0,0,3,1,1,0,0,0,1,52,72000.0,0,1,0,1242
8999,10,10,7,1,1,0,1,0,0,30,42000.0,0,1,0,1317
22760,2,10,10,1,1,1,0,1,0,61,59000.0,1,0,0,902
22341,5,5,7,1,0,1,1,0,0,58,33000.0,0,1,0,1684
34586,10,10,7,1,1,0,1,0,0,39,35000.0,1,0,0,1686
14006,0,0,3,1,1,0,0,0,1,54,93000.0,1,0,0,1522
34267,5,20,10,0,0,1,0,1,0,88,33000.0,0,1,0,1604
30684,0,0,4,1,0,1,0,0,1,32,37000.0,0,1,0,544
17259,0,0,3,1,1,0,0,0,1,56,113000.0,0,1,0,811
33783,5,5,5,1,1,1,1,0,0,26,53000.0,0,1,0,447
11631,10,10,5,1,1,1,1,0,0,85,60000.0,1,0,0,41
37871,2,10,7,1,0,1,0,1,0,39,33000.0,0,1,0,935
14149,0,0,3,1,1,0,0,0,1,44,30000.0,1,0,0,1753
25559,10,10,7,1,1,0,1,0,0,76,87000.0,1,0,0,1556
35546,5,5,7,1,0,1,1,0,0,56,63000.0,1,0,0,1500
3172,0,0,4,1,0,1,0,0,1,73,74000.0,1,0,0,852
25649,2,10,10,1,1,1,0,1,0,59,60000.0,0,1,0,1106
37856,2,10,10,1,1,1,0,1,0,80,31000.0,1,0,0,1535
36420,0,0,3,1,1,0,0,0,1,53,82000.0,0,1,0,1811
37946,2,10,10,1,1,1,0,1,0,66,80000.0,1,0,0,1626
10927,2,10,7,1,0,1,0,1,0,49,111000.0,1,0,0,933
3435,0,0,3,1,1,0,0,0,1,26,63000.0,1,0,0,1475
11815,2,10,7,1,0,1,0,1,0,66,56000.0,1,0,0,485
21091,0,0,4,1,0,1,0,0,1,65,60000.0,1,0,0,929
2657,10,10,5,1,1,1,1,0,0,22,66000.0,0,1,0,1486
29301,5,5,5,1,1,1,1,0,0,41,35000.0,0,1,0,1756
34278,2,10,7,1,0,1,0,1,0,41,89000.0,1,0,0,1658
36528,3,7,7,1,1,1,0,1,0,56,49000.0,0,1,0,908
18319,5,5,5,1,1,1,1,0,0,49,56000.0,0,1,0,1630
17506,5,5,5,1,1,1,1,0,0,59,76000.0,0,1,0,1092
12806,5,20,10,0,0,1,0,1,0,45,51000.0,0,1,0,1043
14578,10,10,7,1,1,0,1,0,0,48,57000.0,0,1,0,1220
29047,10,10,7,1,1,0,1,0,0,56,53000.0,1,0,0,1678
44913,10,10,5,1,1,1,1,0,0,48,65000.0,1,0,0,1236
20775,0,0,4,1,0,1,0,0,1,51,36000.0,0,1,0,1754
17601,10,10,7,1,1,0,1,0,0,52,89000.0,1,0,0,901
35331,0,0,4,1,0,1,0,0,1,84,96000.0,1,0,0,1279
9155,2,10,7,1,0,1,0,1,0,51,86000.0,1,0,0,1022
35428,10,10,5,1,1,1,1,0,0,62,41000.0,0,1,0,1807
27745,2,10,10,1,1,1,0,1,0,85,115000.0,1,0,0,1566
26750,3,7,7,1,1,1,0,1,0,68,69000.0,0,1,0,244
22,0,0,3,1,1,0,0,0,1,48,36000.0,0,1,0,1539
32353,10,10,5,1,1,1,1,0,0,91,59000.0,0,1,0,1366
42987,5,5,5,1,1,1,1,0,0,57,60000.0,0,1,0,680
16605,0,0,4,1,0,1,0,0,1,31,36000.0,0,1,0,1752
16629,10,10,5,1,1,1,1,0,0,67,59000.0,0,1,0,42
43152,5,5,7,1,0,1,1,0,0,42,47000.0,0,1,0,568
42162,0,0,4,1,0,1,0,0,1,55,34000.0,0,1,0,1007
14914,0,0,4,1,0,1,0,0,1,24,38000.0,0,1,0,1800
37703,2,10,10,1,1,1,0,1,0,52,56000.0,0,1,0,187
26877,0,0,3,1,1,0,0,0,1,62,88000.0,1,0,0,1549
7694,2,10,10,1,1,1,0,1,0,63,50000.0,0,1,0,936
41257,5,20,10,0,0,1,0,1,0,41,41000.0,0,1,0,1400
15125,2,10,10,1,1,1,0,1,0,67,78000.0,1,0,0,1634
34927,5,5,5,1,1,1,1,0,0,38,68000.0,1,0,0,1596
638,10,10,7,1,1,0,1,0,0,73,52000.0,0,0,1,1736
28538,0,0,3,1,1,0,0,0,1,62,99000.0,1,0,0,1741
18113,2,10,7,1,0,1,0,1,0,61,69000.0,0,1,0,492
4033,3,7,7,1,1,1,0,1,0,40,61000.0,0,1,0,1012
40845,10,10,7,1,1,0,1,0,0,65,78000.0,0,1,0,784
34871,3,7,7,1,1,1,0,1,0,38,58000.0,0,1,0,1615
25488,0,0,3,1,1,0,0,0,1,84,75000.0,0,1,0,1661
7927,0,0,3,1,1,0,0,0,1,57,95000.0,1,0,0,1487
26727,0,0,3,1,1,0,0,0,1,59,116000.0,1,0,0,897
43995,0,0,4,1,0,1,0,0,1,82,82000.0,1,0,0,760
21842,0,0,3,1,1,0,0,0,1,92,97000.0,1,0,0,791
21275,10,10,5,1,1,1,1,0,0,26,61000.0,1,0,0,634
41153,2,10,10,1,1,1,0,1,0,39,53000.0,0,1,0,1401
3380,3,7,7,1,1,1,0,1,0,25,47000.0,0,1,0,1018
14885,2,10,10,1,1,1,0,1,0,66,88000.0,0,1,0,1469
16561,10,10,5,1,1,1,1,0,0,69,31000.0,1,0,0,1231
30294,0,0,3,1,1,0,0,0,1,50,52000.0,0,1,0,1355
11777,10,10,5,1,1,1,1,0,0,94,110000.0,0,1,0,1549
10160,5,5,7,1,0,1,1,0,0,29,50000.0,0,1,0,1610
28507,0,0,4,1,0,1,0,0,1,81,89000.0,1,0,0,575
6987,0,0,4,1,0,1,0,0,1,28,72000.0,0,1,0,1548
23588,10,10,7,1,1,0,1,0,0,48,72000.0,1,0,0,1526
9922,5,20,10,0,0,1,0,1,0,57,64000.0,1,0,0,1782
40284,5,20,10,0,0,1,0,1,0,51,105000.0,1,0,0,784
11158,0,0,3,1,1,0,0,0,1,41,44000.0,0,1,0,1763
40490,2,10,7,1,0,1,0,1,0,63,75000.0,1,0,0,1476
18581,5,5,5,1,1,1,1,0,0,68,55000.0,1,0,0,1642
38544,0,0,3,1,1,0,0,0,1,42,61000.0,1,0,0,1752
1965,10,10,5,1,1,1,1,0,0,54,78000.0,1,0,0,1731
22319,2,10,10,1,1,1,0,1,0,52,40000.0,1,0,0,1394
37335,0,0,3,1,1,0,0,0,1,36,70000.0,1,0,0,1798
3281,10,10,5,1,1,1,1,0,0,87,97000.0,1,0,0,1585
37455,0,0,4,1,0,1,0,0,1,85,31000.0,1,0,0,1528
13250,2,10,7,1,0,1,0,1,0,53,48000.0,1,0,0,1596
6074,5,5,5,1,1,1,1,0,0,71,53000.0,0,1,0,1460
14135,2,10,10,1,1,1,0,1,0,48,44000.0,0,1,0,1820
40805,5,20,10,0,0,1,0,1,0,63,61000.0,0,1,0,403
14880,3,7,7,1,1,1,0,1,0,24,39000.0,1,0,0,572
19434,5,20,10,0,0,1,0,1,0,54,57000.0,0,1,0,190
5054,2,10,7,1,0,1,0,1,0,35,69000.0,0,1,0,1707
31054,2,10,7,1,0,1,0,1,0,64,90000.0,1,0,0,997
7378,10,10,7,1,1,0,1,0,0,53,110000.0,1,0,0,1220
35330,5,5,5,1,1,1,1,0,0,68,85000.0,1,0,0,1672
30038,3,7,7,1,1,1,0,1,0,34,31000.0,0,1,0,1753
40575,10,10,7,1,1,0,1,0,0,54,36000.0,1,0,0,1763
2151,5,20,10,0,0,1,0,1,0,57,60000.0,1,0,0,958
36745,3,7,7,1,1,1,0,1,0,80,75000.0,1,0,0,1605
2984,5,5,7,1,0,1,1,0,0,46,50000.0,0,1,0,942
16807,0,0,3,1,1,0,0,0,1,51,75000.0,0,1,0,544
28692,3,7,7,1,1,1,0,1,0,57,55000.0,0,1,0,1639
36547,2,10,7,1,0,1,0,1,0,61,54000.0,0,1,0,897
38684,5,20,10,0,0,1,0,1,0,72,75000.0,0,1,0,723
24067,0,0,4,1,0,1,0,0,1,41,44000.0,0,1,0,1537
20898,0,0,3,1,1,0,0,0,1,46,58000.0,0,1,0,1490
829,10,10,7,1,1,0,1,0,0,70,82000.0,0,1,0,1708
34262,10,10,7,1,1,0,1,0,0,71,88000.0,0,1,0,1309
367,10,10,7,1,1,0,1,0,0,86,78000.0,0,1,0,1358
13962,0,0,4,1,0,1,0,0,1,54,92000.0,0,1,0,584
19125,10,10,7,1,1,0,1,0,0,71,93000.0,1,0,0,1104
11192,2,10,7,1,0,1,0,1,0,67,45000.0,0,1,0,912
26517,0,0,3,1,1,0,0,0,1,62,92000.0,1,0,0,969
10511,10,10,5,1,1,1,1,0,0,69,62000.0,0,1,0,693
11886,3,7,7,1,1,1,0,1,0,55,58000.0,1,0,0,1033
542,5,5,5,1,1,1,1,0,0,59,107000.0,1,0,0,1395
32555,10,10,7,1,1,0,1,0,0,73,80000.0,1,0,0,1313
35938,5,5,5,1,1,1,1,0,0,83,96000.0,1,0,0,1055
14469,5,20,10,0,0,1,0,1,0,26,48000.0,0,1,0,1369
32272,3,7,7,1,1,1,0,1,0,56,87000.0,0,1,0,661
6888,10,10,5,1,1,1,1,0,0,26,40000.0,0,1,0,1772
20522,0,0,4,1,0,1,0,0,1,71,59000.0,0,1,0,1677
29286,0,0,4,1,0,1,0,0,1,74,106000.0,0,1,0,955
31499,3,7,7,1,1,1,0,1,0,30,56000.0,1,0,0,1026
24683,3,7,7,1,1,1,0,1,0,56,94000.0,0,1,0,1805
7995,3,7,7,1,1,1,0,1,0,24,56000.0,0,1,0,1363
20566,0,0,4,1,0,1,0,0,1,74,90000.0,0,1,0,1638
27048,3,7,7,1,1,1,0,1,0,56,47000.0,0,1,0,1638
22437,10,10,5,1,1,1,1,0,0,42,74000.0,0,1,0,1538
36035,0,0,4,1,0,1,0,0,1,74,77000.0,0,1,0,1167
41462,2,10,10,1,1,1,0,1,0,23,50000.0,0,1,0,1510
20000,5,5,5,1,1,1,1,0,0,67,82000.0,0,1,0,1669
2995,5,20,10,0,0,1,0,1,0,79,76000.0,1,0,0,1685
6560,10,10,5,1,1,1,1,0,0,55,97000.0,1,0,0,729
26883,10,10,7,1,1,0,1,0,0,24,42000.0,1,0,0,76
14616,0,0,3,1,1,0,0,0,1,60,30000.0,1,0,0,1500
26614,10,10,5,1,1,1,1,0,0,54,63000.0,0,1,0,1453
13221,0,0,3,1,1,0,0,0,1,56,63000.0,0,1,0,703
14477,3,7,7,1,1,1,0,1,0,67,63000.0,1,0,0,965
3637,10,10,5,1,1,1,1,0,0,40,41000.0,0,1,0,1292
789,2,10,10,1,1,1,0,1,0,65,72000.0,1,0,0,1072
14665,0,0,3,1,1,0,0,0,1,50,56000.0,0,1,0,810
17764,10,10,5,1,1,1,1,0,0,58,82000.0,1,0,0,1091
1367,10,10,5,1,1,1,1,0,0,50,50000.0,0,1,0,1731
36242,2,10,10,1,1,1,0,1,0,59,101000.0,0,1,0,1056
23392,3,7,7,1,1,1,0,1,0,82,82000.0,1,0,0,1599
26915,10,10,7,1,1,0,1,0,0,51,65000.0,0,1,0,1069
5982,2,10,10,1,1,1,0,1,0,41,83000.0,0,1,0,1516
5775,5,5,7,1,0,1,1,0,0,47,30000.0,1,0,0,742
34248,10,10,5,1,1,1,1,0,0,74,79000.0,1,0,0,1468
40108,10,10,7,1,1,0,1,0,0,45,63000.0,0,1,0,1710
806,2,10,10,1,1,1,0,1,0,69,53000.0,1,0,0,983
27051,10,10,7,1,1,0,1,0,0,29,47000.0,0,1,0,1784
40492,5,5,7,1,0,1,1,0,0,51,54000.0,0,1,0,70
44424,10,10,7,1,1,0,1,0,0,79,90000.0,1,0,0,1805
1526,5,5,5,1,1,1,1,0,0,60,44000.0,1,0,0,1444
43991,2,10,7,1,0,1,0,1,0,55,63000.0,0,1,0,618
27034,10,10,5,1,1,1,1,0,0,37,63000.0,0,1,0,315
39613,2,10,10,1,1,1,0,1,0,63,93000.0,0,1,0,1490
17049,2,10,10,1,1,1,0,1,0,51,105000.0,1,0,0,912
9930,10,10,7,1,1,0,1,0,0,37,72000.0,0,1,0,1317
19898,5,5,5,1,1,1,1,0,0,93,70000.0,1,0,0,1412
3611,3,7,7,1,1,1,0,1,0,82,110000.0,0,1,0,1041
33312,10,10,5,1,1,1,1,0,0,20,31000.0,0,1,0,948
15824,5,5,7,1,0,1,1,0,0,77,66000.0,0,1,0,1741
16231,10,10,7,1,1,0,1,0,0,78,78000.0,0,1,0,987
31736,10,10,5,1,1,1,1,0,0,44,74000.0,0,1,0,1541
7830,5,5,7,1,0,1,1,0,0,41,53000.0,0,1,0,1513
44823,5,5,5,1,1,1,1,0,0,60,36000.0,1,0,0,1761
16123,5,5,5,1,1,1,1,0,0,79,90000.0,0,1,0,1639
27198,2,10,10,1,1,1,0,1,0,78,35000.0,0,1,0,1818
28354,10,10,5,1,1,1,1,0,0,52,84000.0,0,0,1,855
1660,3,7,7,1,1,1,0,1,0,52,79000.0,0,1,0,836
25034,0,0,4,1,0,1,0,0,1,29,38000.0,1,0,0,1665
6289,2,10,10,1,1,1,0,1,0,34,35000.0,1,0,0,1136
27171,5,5,7,1,0,1,1,0,0,69,87000.0,1,0,0,1521
43310,5,5,7,1,0,1,1,0,0,78,93000.0,0,1,0,885
7379,5,5,5,1,1,1,1,0,0,53,110000.0,1,0,0,1220
3069,2,10,10,1,1,1,0,1,0,81,82000.0,1,0,0,1570
17309,10,10,5,1,1,1,1,0,0,38,54000.0,1,0,0,1749
27815,0,0,3,1,1,0,0,0,1,46,61000.0,0,1,0,908
39397,10,10,5,1,1,1,1,0,0,84,118000.0,1,0,0,1321
8805,5,5,5,1,1,1,1,0,0,74,77000.0,1,0,0,1009
31405,10,10,5,1,1,1,1,0,0,93,110000.0,1,0,0,1616
18308,10,10,5,1,1,1,1,0,0,42,72000.0,0,1,0,552
17282,10,10,7,1,1,0,1,0,0,49,65000.0,0,1,0,1618
3980,0,0,4,1,0,1,0,0,1,67,51000.0,0,1,0,1569
29797,10,10,5,1,1,1,1,0,0,64,75000.0,0,1,0,789
7252,0,0,3,1,1,0,0,0,1,46,98000.0,0,1,0,530
39835,10,10,7,1,1,0,1,0,0,41,40000.0,0,1,0,1793
25618,2,10,10,1,1,1,0,1,0,83,34000.0,1,0,0,1417
34841,5,5,7,1,0,1,1,0,0,29,54000.0,0,1,0,1624
30615,5,5,7,1,0,1,1,0,0,28,65000.0,0,1,0,1670
15935,0,0,3,1,1,0,0,0,1,56,71000.0,0,1,0,1129
9019,2,10,10,1,1,1,0,1,0,43,66000.0,0,1,0,1726
37331,0,0,3,1,1,0,0,0,1,74,83000.0,1,0,0,1403
26969,5,5,7,1,0,1,1,0,0,58,37000.0,1,0,0,1681
25972,5,20,10,0,0,1,0,1,0,43,38000.0,1,0,0,116
19863,5,5,5,1,1,1,1,0,0,92,105000.0,1,0,0,1297
5965,5,5,5,1,1,1,1,0,0,40,70000.0,0,1,0,1803
1028,5,20,10,0,0,1,0,1,0,50,118000.0,1,0,0,1590
40096,5,20,10,0,0,1,0,1,0,24,65000.0,0,1,0,847
39077,0,0,4,1,0,1,0,0,1,49,53000.0,0,1,0,1199
9176,2,10,10,1,1,1,0,1,0,61,62000.0,1,0,0,1383
17239,5,20,10,0,0,1,0,1,0,58,92000.0,1,0,0,1295
27556,5,20,10,0,0,1,0,1,0,35,32000.0,0,1,0,983
10832,2,10,10,1,1,1,0,1,0,40,33000.0,0,1,0,668
8577,5,20,10,0,0,1,0,1,0,24,50000.0,0,1,0,970
1993,10,10,5,1,1,1,1,0,0,21,70000.0,1,0,0,927
37735,2,10,10,1,1,1,0,1,0,34,34000.0,1,0,0,568
1448,3,7,7,1,1,1,0,1,0,59,80000.0,1,0,0,1698
7671,2,10,10,1,1,1,0,1,0,58,51000.0,1,0,0,1748
24057,2,10,10,1,1,1,0,1,0,21,40000.0,1,0,0,1076
3915,10,10,5,1,1,1,1,0,0,51,98000.0,1,0,0,1464
31266,10,10,5,1,1,1,1,0,0,54,34000.0,1,0,0,1164
26996,3,7,7,1,1,1,0,1,0,42,45000.0,0,1,0,1546
37756,5,5,5,1,1,1,1,0,0,26,41000.0,1,0,0,1550
10244,5,5,5,1,1,1,1,0,0,40,51000.0,1,0,0,1803
25241,3,7,7,1,1,1,0,1,0,66,75000.0,1,0,0,1388
40440,10,10,7,1,1,0,1,0,0,19,51000.0,0,1,0,1014
30445,0,0,4,1,0,1,0,0,1,42,48000.0,1,0,0,80
25397,5,20,10,0,0,1,0,1,0,30,43000.0,0,1,0,790
27101,5,20,10,0,0,1,0,1,0,49,88000.0,1,0,0,1473
8725,5,5,7,1,0,1,1,0,0,57,99000.0,1,0,0,1716
22860,2,10,10,1,1,1,0,1,0,65,113000.0,1,0,0,1586
34980,5,5,7,1,0,1,1,0,0,74,83000.0,1,0,0,1605
1365,3,7,7,1,1,1,0,1,0,72,75000.0,1,0,0,1640
29333,0,0,4,1,0,1,0,0,1,42,75000.0,1,0,0,854
179,0,0,3,1,1,0,0,0,1,64,79000.0,1,0,0,1635
4425,5,5,5,1,1,1,1,0,0,58,44000.0,1,0,0,900
35397,10,10,5,1,1,1,1,0,0,57,83000.0,0,1,0,1050
38027,5,20,10,0,0,1,0,1,0,51,56000.0,0,1,0,1814
16802,2,10,7,1,0,1,0,1,0,29,47000.0,0,1,0,1167
27096,0,0,3,1,1,0,0,0,1,63,99000.0,0,1,0,1122
4263,0,0,3,1,1,0,0,0,1,49,60000.0,0,1,0,676
27740,5,5,5,1,1,1,1,0,0,83,97000.0,0,1,0,1490
11680,2,10,10,1,1,1,0,1,0,61,71000.0,0,1,0,1108
23978,5,5,7,1,0,1,1,0,0,60,68000.0,0,1,0,1542
8037,2,10,10,1,1,1,0,1,0,51,61000.0,1,0,0,1550
1195,5,20,10,0,0,1,0,1,0,24,40000.0,0,1,0,914
753,5,5,5,1,1,1,1,0,0,22,56000.0,0,1,0,1752
23942,10,10,7,1,1,0,1,0,0,63,79000.0,0,1,0,1050
28924,5,5,5,1,1,1,1,0,0,71,47000.0,0,1,0,360
11673,0,0,4,1,0,1,0,0,1,29,43000.0,0,1,0,1567
16677,10,10,7,1,1,0,1,0,0,62,63000.0,0,1,0,1371
10312,10,10,5,1,1,1,1,0,0,67,114000.0,0,1,0,985
8202,0,0,4,1,0,1,0,0,1,48,47000.0,1,0,0,1819
38020,5,5,7,1,0,1,1,0,0,95,67000.0,1,0,0,1732
35683,2,10,10,1,1,1,0,1,0,34,71000.0,0,1,0,449
11024,5,5,5,1,1,1,1,0,0,35,48000.0,0,1,0,1602
37990,5,5,7,1,0,1,1,0,0,47,34000.0,0,1,0,1529
32620,3,7,7,1,1,1,0,1,0,62,82000.0,1,0,0,888
4981,5,5,5,1,1,1,1,0,0,48,64000.0,0,1,0,1618
43810,2,10,7,1,0,1,0,1,0,68,82000.0,1,0,0,877
23648,2,10,10,1,1,1,0,1,0,29,31000.0,0,1,0,1504
16773,2,10,10,1,1,1,0,1,0,34,46000.0,0,1,0,1547
6937,0,0,3,1,1,0,0,0,1,78,39000.0,0,1,0,1157
37734,3,7,7,1,1,1,0,1,0,34,34000.0,1,0,0,568
15076,0,0,3,1,1,0,0,0,1,32,45000.0,0,1,0,955
19398,2,10,10,1,1,1,0,1,0,39,50000.0,0,1,0,1567
16401,10,10,5,1,1,1,1,0,0,49,62000.0,1,0,0,850
29608,10,10,7,1,1,0,1,0,0,46,69000.0,1,0,0,1079
12725,0,0,3,1,1,0,0,0,1,86,92000.0,0,1,0,925
26146,0,0,3,1,1,0,0,0,1,80,43000.0,1,0,0,906
22586,0,0,4,1,0,1,0,0,1,34,41000.0,1,0,0,1535
19360,0,0,3,1,1,0,0,0,1,28,60000.0,0,1,0,728
26346,10,10,5,1,1,1,1,0,0,56,52000.0,0,0,1,1668
14079,3,7,7,1,1,1,0,1,0,73,89000.0,1,0,0,1589
20039,5,5,5,1,1,1,1,0,0,28,36000.0,0,1,0,1703
37678,2,10,7,1,0,1,0,1,0,52,66000.0,0,1,0,779
8391,2,10,10,1,1,1,0,1,0,71,99000.0,0,1,0,1805
30301,0,0,3,1,1,0,0,0,1,52,83000.0,1,0,0,1021
36424,5,5,7,1,0,1,1,0,0,77,53000.0,0,1,0,1632
11395,5,5,5,1,1,1,1,0,0,65,83000.0,1,0,0,1469
31314,5,5,7,1,0,1,1,0,0,77,51000.0,0,0,1,1473
41775,5,5,5,1,1,1,1,0,0,73,98000.0,1,0,0,1471
30282,5,5,5,1,1,1,1,0,0,41,61000.0,0,1,0,1381
27333,2,10,10,1,1,1,0,1,0,48,76000.0,1,0,0,1618
3282,3,7,7,1,1,1,0,1,0,87,97000.0,1,0,0,1585
28088,5,5,7,1,0,1,1,0,0,57,87000.0,1,0,0,803
20968,5,5,5,1,1,1,1,0,0,58,46000.0,0,1,0,1502
25704,0,0,3,1,1,0,0,0,1,51,41000.0,0,1,0,1578
7304,2,10,10,1,1,1,0,1,0,70,88000.0,0,1,0,1676
20547,3,7,7,1,1,1,0,1,0,73,112000.0,0,1,0,1363
31682,5,5,5,1,1,1,1,0,0,89,119000.0,0,1,0,916
23912,2,10,7,1,0,1,0,1,0,24,35000.0,0,1,0,1598
26150,10,10,5,1,1,1,1,0,0,59,67000.0,1,0,0,1098
11544,5,5,7,1,0,1,1,0,0,20,36000.0,0,1,0,297
25095,2,10,10,1,1,1,0,1,0,64,60000.0,0,1,0,995
33777,5,5,5,1,1,1,1,0,0,23,35000.0,0,1,0,1746
24158,5,5,7,1,0,1,1,0,0,20,64000.0,1,0,0,1028
23024,3,7,7,1,1,1,0,1,0,60,45000.0,0,1,0,1238
8038,10,10,5,1,1,1,1,0,0,19,33000.0,1,0,0,1519
31084,0,0,3,1,1,0,0,0,1,93,52000.0,0,1,0,1603
13238,5,20,10,0,0,1,0,1,0,92,61000.0,0,1,0,1622
15365,2,10,7,1,0,1,0,1,0,55,72000.0,0,1,0,1504
1487,5,20,10,0,0,1,0,1,0,19,65000.0,1,0,0,1107
6908,2,10,7,1,0,1,0,1,0,31,31000.0,1,0,0,1490
22761,0,0,3,1,1,0,0,0,1,61,59000.0,1,0,0,902
20338,3,7,7,1,1,1,0,1,0,35,50000.0,1,0,0,1714
33275,5,20,10,0,0,1,0,1,0,74,43000.0,1,0,0,1518
3958,0,0,4,1,0,1,0,0,1,48,72000.0,1,0,0,1689
30768,3,7,7,1,1,1,0,1,0,59,36000.0,0,1,0,1559
42995,5,5,7,1,0,1,1,0,0,44,47000.0,0,1,0,1426
3576,3,7,7,1,1,1,0,1,0,65,87000.0,1,0,0,1590
37,3,7,7,1,1,1,0,1,0,38,75000.0,0,1,0,1780
36756,10,10,5,1,1,1,1,0,0,55,57000.0,0,1,0,1745
16772,5,20,10,0,0,1,0,1,0,34,46000.0,0,1,0,1547
14746,10,10,7,1,1,0,1,0,0,54,54000.0,0,1,0,1005
11432,5,5,7,1,0,1,1,0,0,64,90000.0,0,1,0,1551
4625,10,10,5,1,1,1,1,0,0,48,42000.0,0,1,0,297
14574,3,7,7,1,1,1,0,1,0,78,77000.0,0,1,0,904
35228,5,5,5,1,1,1,1,0,0,71,50000.0,0,1,0,1699
13269,5,5,7,1,0,1,1,0,0,52,72000.0,0,1,0,1597
13686,10,10,5,1,1,1,1,0,0,58,43000.0,0,1,0,1701
33711,10,10,7,1,1,0,1,0,0,57,86000.0,0,1,0,72
29213,2,10,7,1,0,1,0,1,0,28,71000.0,1,0,0,1102
40882,2,10,7,1,0,1,0,1,0,59,81000.0,1,0,0,1566
22709,5,5,5,1,1,1,1,0,0,70,116000.0,0,1,0,1407
39089,5,5,5,1,1,1,1,0,0,52,106000.0,0,1,0,1591
10084,3,7,7,1,1,1,0,1,0,64,70000.0,0,1,0,1315
17779,0,0,4,1,0,1,0,0,1,53,74000.0,1,0,0,1397
18879,2,10,10,1,1,1,0,1,0,77,111000.0,0,1,0,1107
9076,3,7,7,1,1,1,0,1,0,95,81000.0,1,0,0,1579
38786,5,5,7,1,0,1,1,0,0,51,81000.0,0,1,0,1446
25607,5,20,10,0,0,1,0,1,0,55,61000.0,0,1,0,1611
37997,2,10,10,1,1,1,0,1,0,51,88000.0,1,0,0,1353
36841,10,10,7,1,1,0,1,0,0,26,45000.0,0,1,0,378
1700,10,10,5,1,1,1,1,0,0,65,78000.0,0,1,0,1595
28025,5,5,5,1,1,1,1,0,0,61,66000.0,0,1,0,1643
35796,10,10,7,1,1,0,1,0,0,58,89000.0,0,1,0,1440
1890,0,0,4,1,0,1,0,0,1,76,43000.0,0,1,0,1749
4631,2,10,10,1,1,1,0,1,0,46,38000.0,0,1,0,1331
11108,2,10,7,1,0,1,0,1,0,70,74000.0,0,1,0,848
18706,10,10,5,1,1,1,1,0,0,33,33000.0,0,1,0,1698
5330,5,5,5,1,1,1,1,0,0,49,45000.0,0,1,0,1775
40466,10,10,7,1,1,0,1,0,0,63,75000.0,1,0,0,1765
11211,2,10,10,1,1,1,0,1,0,36,73000.0,0,1,0,1552
496,3,7,7,1,1,1,0,1,0,48,69000.0,0,1,0,1402
619,10,10,5,1,1,1,1,0,0,46,82000.0,1,0,0,1439
1605,3,7,7,1,1,1,0,1,0,42,64000.0,0,1,0,1686
24297,10,10,7,1,1,0,1,0,0,68,89000.0,1,0,0,961
19736,2,10,10,1,1,1,0,1,0,101,82000.0,1,0,0,1582
18638,5,20,10,0,0,1,0,1,0,55,81000.0,0,1,0,979
9681,3,7,7,1,1,1,0,1,0,51,91000.0,1,0,0,1372
40035,2,10,10,1,1,1,0,1,0,51,114000.0,0,1,0,1472
17694,5,5,7,1,0,1,1,0,0,46,88000.0,0,1,0,1636
22331,5,5,7,1,0,1,1,0,0,54,77000.0,1,0,0,1635
26006,3,7,7,1,1,1,0,1,0,65,84000.0,1,0,0,1100
17766,3,7,7,1,1,1,0,1,0,58,82000.0,1,0,0,1091
14694,5,5,5,1,1,1,1,0,0,44,60000.0,1,0,0,1548
21001,2,10,10,1,1,1,0,1,0,89,65000.0,1,0,0,1630
7011,5,5,7,1,0,1,1,0,0,75,51000.0,1,0,0,1472
28626,10,10,5,1,1,1,1,0,0,64,95000.0,0,1,0,1641
10020,10,10,5,1,1,1,1,0,0,67,59000.0,0,1,0,1675
31032,2,10,7,1,0,1,0,1,0,57,56000.0,1,0,0,933
41006,5,20,10,0,0,1,0,1,0,51,80000.0,1,0,0,1474
392,5,20,10,0,0,1,0,1,0,70,74000.0,1,0,0,1345
40595,10,10,7,1,1,0,1,0,0,67,66000.0,0,1,0,1708
25592,5,20,10,0,0,1,0,1,0,76,84000.0,0,1,0,815
4678,5,5,5,1,1,1,1,0,0,77,51000.0,1,0,0,1476
7744,2,10,10,1,1,1,0,1,0,23,43000.0,0,1,0,1660
26861,5,5,5,1,1,1,1,0,0,72,56000.0,1,0,0,1770
15010,5,20,10,0,0,1,0,1,0,67,99000.0,0,1,0,1642
