,Y
43469,0
36030,1
34445,1
7194,0
18531,1
12184,1
5539,1
7970,0
6637,0
40489,0
38949,0
1461,0
42857,0
36810,0
22646,0
5003,0
32981,1
14267,1
11020,1
21988,1
25324,1
7338,1
30205,0
43485,0
37552,1
44864,0
9890,0
25829,0
16188,1
15501,1
27001,1
21851,0
24261,1
44121,0
31487,1
30309,0
16397,1
24767,1
2738,1
17974,1
33074,1
10952,1
34428,1
38348,1
15271,0
35021,1
13712,0
2178,1
7510,1
29504,1
20521,0
43774,0
34256,1
38800,0
14097,1
658,1
44024,0
36224,1
29970,1
14115,0
14693,0
38230,0
21839,0
3200,1
7419,1
39694,0
37122,0
1179,0
3010,0
28871,0
19773,1
41865,0
30784,1
6854,0
13297,1
17510,0
25082,1
33898,0
29549,0
26622,1
12313,0
15021,0
24857,1
15939,1
4612,0
42639,0
28420,1
38272,0
32405,0
44694,0
1089,0
31692,1
6061,1
20012,0
26885,0
44420,0
21650,1
27248,1
38439,1
37758,1
41215,1
5916,0
5525,0
31451,1
20956,1
28019,1
8587,1
10507,0
4617,0
27421,1
33305,1
25427,0
9598,1
36765,1
3658,0
33764,0
268,1
991,1
1085,0
40646,1
8701,0
38956,1
12085,1
2531,0
8334,0
33131,1
22564,0
44210,0
44171,0
38316,1
1234,0
5059,0
2783,1
32922,1
18276,0
15412,1
16567,1
41412,1
15964,0
16609,1
14059,1
6556,1
6478,1
40103,1
915,1
7008,0
33107,1
34615,1
1900,1
33468,0
6327,0
17118,1
11359,0
7967,0
6330,1
7414,0
33539,0
25778,0
36422,1
23938,0
9386,0
30258,1
20038,1
13776,0
37346,1
23474,0
21194,0
12399,0
3885,1
39274,1
37309,1
2077,0
38578,0
20362,1
22589,0
36051,0
43177,0
19179,1
21470,0
14242,0
27486,0
43127,0
22130,1
16975,0
36913,0
19777,0
4157,1
28696,1
30463,0
765,1
12176,1
23359,1
6585,1
13516,1
31926,0
8013,1
9203,0
16276,1
31417,1
19239,0
36893,1
4780,1
30493,0
26503,1
10250,0
6468,1
23820,1
18764,1
34076,1
39922,0
26238,1
16836,1
11114,1
43717,0
30524,1
13053,1
29727,0
33165,1
24126,1
18252,0
10475,1
32213,0
42306,0
24949,1
32793,0
11605,1
5170,1
8020,0
17968,1
20153,0
43168,0
16767,1
27440,0
26445,1
28126,1
4744,0
18321,0
10844,0
11822,1
26830,1
16174,0
30320,1
23055,1
17111,1
37644,1
39917,1
17602,0
7100,0
43514,0
39247,0
23576,1
20653,0
5324,0
5816,1
8182,1
32572,1
27786,0
18388,0
31628,0
31167,0
14231,0
24735,0
37597,1
17603,1
27327,0
40600,1
9845,0
14688,1
10061,1
13465,1
9886,0
5352,0
26254,0
21177,1
19716,1
38762,0
9896,1
15462,0
33875,1
11188,1
616,1
4098,1
41307,0
38985,0
41321,1
8543,0
38921,0
31528,1
4923,0
17842,1
13087,0
16191,1
36487,1
21222,0
37591,1
22215,1
19043,1
35981,0
34711,0
9498,1
40024,0
25372,0
12146,1
39168,1
17752,1
2599,0
4160,0
12274,1
12065,0
8695,1
42755,0
9849,1
2727,0
13719,1
12356,0
11004,1
3595,0
3408,1
17683,1
31281,0
2255,1
20057,1
23263,0
9207,0
23872,0
30317,0
1546,1
5056,1
26597,1
17375,1
143,1
39883,0
26028,0
26539,1
6126,1
41637,0
14780,0
32316,0
24382,1
24896,1
9146,0
11754,1
168,1
7471,0
13854,1
6411,1
9638,1
41392,1
25038,0
10022,0
32366,0
15907,0
29553,1
25499,1
29916,0
23439,0
6510,1
19446,1
42080,0
17653,1
40483,1
36649,1
27857,1
4730,1
9327,1
9001,1
17990,0
3994,1
29210,0
35406,1
26854,1
33695,0
11413,0
26171,0
10716,0
26430,1
20682,1
23483,0
1164,1
26134,1
22829,0
4292,0
33824,1
1870,0
14258,1
29471,1
30267,0
1255,1
10339,1
23468,0
21472,0
6446,1
12967,1
24246,0
1504,0
43534,0
26826,1
27436,1
7311,0
4710,0
34046,0
30239,1
4853,1
38422,1
14621,1
44143,0
14216,1
40568,1
505,0
15564,0
36454,1
42737,0
19169,0
19499,1
30010,1
43446,0
169,0
16118,0
29515,1
30235,1
719,0
9911,1
38683,0
24573,0
33820,0
38924,0
43336,0
17566,1
3827,0
41596,0
7646,0
9002,0
7246,0
16660,1
36923,0
24550,1
26566,1
30863,1
31763,1
20422,0
2242,1
27449,1
29832,1
22982,1
2972,0
22289,0
13967,1
28895,1
13193,1
17214,1
16470,1
36903,1
15932,0
21100,1
32307,0
24807,0
31785,0
22343,1
33379,1
15255,1
40115,0
7546,1
22235,1
21164,0
34202,0
34473,1
40446,0
36897,0
32295,1
34013,0
4286,0
10627,0
21350,0
26853,0
32060,1
43234,0
22088,1
14725,0
14020,0
17658,0
10909,0
44533,0
5908,0
26728,1
17816,1
5185,1
14172,0
15222,0
6621,0
33213,1
26451,0
29589,0
32100,1
7916,1
36152,0
18336,0
28032,0
23577,1
29760,1
41162,0
23828,1
33032,0
33043,1
15838,0
11105,1
16197,0
44962,0
16246,1
13639,1
22674,0
6627,1
41509,0
16053,1
36970,0
35039,1
43332,0
38409,0
34834,0
8208,0
29919,1
7211,0
44156,0
38522,1
9045,0
30734,1
11597,0
4906,0
18653,0
12411,0
36423,0
31837,0
5464,1
7788,0
26825,0
13717,0
13434,1
38644,1
26667,1
44101,0
23675,0
9629,0
21065,0
6782,1
25872,1
44120,0
40233,0
34853,1
41517,1
40653,1
39536,0
38386,1
20228,1
16913,1
39843,1
42237,0
4463,1
33904,0
21591,0
6762,1
3166,0
23378,0
36112,1
11731,0
27688,1
42858,0
2893,0
4244,0
36880,1
43241,0
42167,0
19229,0
15550,1
40000,1
16424,1
40535,1
1352,0
1286,1
29106,0
25547,1
40218,0
15290,1
23834,0
3564,0
23940,0
29044,1
12108,1
28611,1
33894,0
26542,0
39717,1
16796,0
24359,1
32318,1
13585,0
30745,1
11296,1
33647,1
18730,0
35268,1
23947,1
26785,0
30208,1
9956,0
23691,0
2880,0
27697,1
31276,0
14706,0
22245,1
14983,0
36874,1
36118,1
24921,0
3752,1
15257,1
16746,1
20917,0
32577,1
23695,1
20397,0
12607,1
37006,0
15678,0
11574,0
41918,0
23174,1
17044,0
28961,0
35093,0
12830,1
14370,0
25391,1
21103,1
43365,0
31897,1
30430,1
28473,1
25911,0
513,1
30544,0
44784,0
11032,0
10937,1
12782,1
10882,1
5519,0
10517,0
27712,1
33696,0
2869,0
23677,0
15326,1
22042,0
11451,0
16868,1
11846,1
1640,1
34514,0
22115,0
8419,1
7034,0
17789,0
30249,1
20680,0
19449,1
15625,1
39043,0
579,1
16623,0
35928,0
3368,1
11397,1
41902,0
26522,0
7270,1
31222,0
3930,0
13871,0
30798,0
3488,0
17298,0
5941,0
17687,1
34093,1
5978,1
30144,0
26965,0
5130,0
22257,1
5121,0
37550,0
45023,0
27110,0
20534,0
22876,0
14480,1
31356,1
2636,0
38927,0
24250,1
1673,1
4252,0
36407,0
36208,1
8235,1
41565,0
33814,1
29214,1
42488,0
21955,0
39347,0
10308,1
39620,1
7406,0
8015,0
40360,1
2748,1
12737,1
13225,0
8747,0
195,0
18684,0
32266,0
22457,0
30385,1
19498,1
7862,1
12741,1
34564,0
32547,1
16183,1
22452,0
37898,1
31661,0
27190,0
27860,0
11806,0
39423,1
2045,1
4966,0
41352,1
29520,1
21139,1
17348,0
25721,1
16545,0
39821,1
29346,0
28104,0
26464,0
37339,1
26078,1
3136,0
9568,1
39541,0
1440,0
36163,0
14118,0
3844,1
15071,0
21924,1
10406,1
19584,0
34121,0
16967,0
12259,0
21295,1
17168,1
41333,0
22117,1
28172,1
19460,0
37154,0
19361,1
41611,0
39042,1
3236,0
38653,0
7382,0
31898,0
38858,0
26968,0
14554,1
11931,1
5570,1
20709,1
2775,1
22155,0
39409,1
5267,0
36933,1
13874,1
9794,0
4910,1
6174,0
13714,1
6596,1
18774,1
25486,1
28518,1
6215,1
7306,1
28060,1
11978,1
37218,0
33776,1
6003,1
12969,0
32881,0
13876,0
37572,0
20855,1
1489,1
40237,0
32132,1
6127,1
8633,0
14377,0
7247,1
17254,1
3320,1
4967,0
21325,1
31163,1
9669,0
5640,1
13935,0
12856,0
41730,0
23812,1
35434,1
38017,1
39974,0
35116,1
39723,0
14757,0
5361,0
22803,1
18697,1
30218,0
36815,0
11241,1
44852,0
33441,0
26537,0
11938,0
13224,0
6892,0
11254,0
24631,0
3992,1
13753,1
30118,1
19349,1
37165,1
2851,1
39399,1
42184,0
24624,1
16057,0
37747,1
11142,1
10256,1
2956,0
11506,0
31747,0
13026,0
19865,0
17477,1
20101,1
16345,1
13481,0
6428,1
29635,0
13605,0
34595,0
17933,1
27091,0
9790,1
34596,1
10138,1
20918,1
40656,0
13728,0
24336,1
35360,1
33411,1
19311,0
12008,1
19532,1
28818,0
6567,0
5336,1
8394,1
27337,1
11485,1
1133,0
12896,0
28331,0
22599,0
15863,0
32497,1
1933,1
40574,0
19659,0
39390,1
19990,0
36248,0
2823,0
39702,0
44589,0
35617,0
19901,1
4389,1
7539,0
105,1
3636,1
16381,0
996,0
4351,1
28643,1
11074,0
38131,1
24953,1
1261,0
12887,1
21679,1
40092,1
8203,1
34550,1
14202,0
1622,0
24170,0
384,1
379,1
36782,0
37627,0
39870,0
10376,1
12362,0
33365,1
39258,1
2596,0
41409,1
41285,0
20746,1
44462,0
39154,0
26213,0
4338,0
37486,1
20281,0
12051,0
30944,1
22140,0
19395,1
34524,0
33363,1
2594,1
18200,1
22672,1
23560,1
34277,1
4180,0
23151,1
11598,1
34072,0
21925,0
37685,1
12980,1
7207,0
22996,0
1,1
37518,0
40247,1
1577,0
3974,1
10563,1
13828,0
1010,0
36121,0
16821,0
10690,1
2143,0
15484,0
29924,1
16033,0
5919,1
36760,0
15175,1
15721,1
34677,0
28656,1
31557,0
41900,0
19257,1
19522,0
8126,0
5434,0
3430,0
24353,1
6640,1
1005,1
14320,0
6749,1
32849,1
27936,0
30330,1
11475,0
19012,1
30393,1
28386,1
6911,0
22113,1
31823,0
34875,0
13706,0
16045,1
9233,0
5909,1
5317,1
9110,0
40883,0
41066,1
16750,1
9534,0
22413,1
25836,1
18475,0
5244,1
43207,0
6194,0
11555,0
44095,0
22014,0
4056,0
34477,1
38722,1
30073,1
22850,1
2409,1
17414,1
13787,0
21268,1
35875,0
25703,1
24981,0
1240,0
20594,0
23444,1
35164,0
22401,1
31598,0
14622,0
28297,1
35962,1
42598,0
29662,0
36473,1
43628,0
28101,1
16305,0
36762,1
14640,0
38901,0
794,0
43411,0
24853,1
6718,0
9245,1
41364,0
34161,0
21530,0
34224,1
31169,0
25049,0
17595,0
32069,1
17525,1
26580,1
26563,0
12060,0
6146,1
34379,0
6788,1
13177,1
5395,1
27463,1
25405,1
25627,1
36843,0
15144,0
14017,0
1882,1
18195,0
38785,0
41075,0
41061,1
38613,0
26373,0
38457,0
22989,0
23806,0
32703,1
30546,0
16313,1
35387,1
18148,1
624,0
3082,0
2951,1
42669,0
24960,1
22745,1
27613,0
26296,0
4740,1
999,1
17420,0
2137,0
16037,1
13520,0
5634,0
17964,0
21119,0
34891,0
8822,0
35835,1
19053,1
17634,0
25534,0
1480,0
34947,0
17455,1
43054,0
13918,0
26117,0
31679,1
44321,0
37551,0
12186,0
43509,0
17661,1
6558,1
39930,0
30500,1
39386,1
28011,0
13203,0
12585,1
27530,1
2044,1
32507,1
6363,1
15541,0
2909,1
17036,1
40163,0
8288,0
8999,1
22760,1
22341,1
34586,1
14006,1
34267,0
30684,1
17259,1
33783,1
11631,1
37871,0
14149,0
25559,1
35546,0
3172,0
25649,0
37856,1
36420,1
37946,1
10927,0
3435,0
11815,0
21091,1
2657,0
29301,1
34278,0
36528,0
18319,0
17506,1
12806,0
14578,1
29047,1
44913,0
20775,0
17601,1
35331,1
9155,0
35428,1
27745,1
26750,0
22,0
32353,1
42987,0
16605,0
16629,0
43152,0
42162,0
14914,1
37703,1
26877,0
7694,0
41257,0
15125,0
34927,1
638,1
28538,1
18113,1
4033,0
40845,1
34871,0
25488,0
7927,1
26727,0
43995,0
21842,0
21275,1
41153,1
3380,0
14885,0
16561,1
30294,1
11777,0
10160,0
28507,1
6987,0
23588,1
9922,1
40284,0
11158,1
40490,1
18581,1
38544,0
1965,1
22319,0
37335,1
3281,0
37455,0
13250,0
6074,1
14135,0
40805,0
14880,1
19434,0
5054,0
31054,1
7378,1
35330,1
30038,1
40575,1
2151,0
36745,0
2984,0
16807,0
28692,1
36547,1
38684,1
24067,0
20898,1
829,1
34262,1
367,1
13962,0
19125,0
11192,1
26517,1
10511,1
11886,1
542,0
32555,1
35938,1
14469,0
32272,1
6888,1
20522,0
29286,0
31499,1
24683,1
7995,0
20566,0
27048,1
22437,0
36035,0
41462,1
20000,0
2995,1
6560,1
26883,1
14616,0
26614,1
13221,0
14477,1
3637,0
789,0
14665,1
17764,0
1367,0
36242,1
23392,1
26915,0
5982,1
5775,0
34248,1
40108,1
806,1
27051,1
40492,0
44424,0
1526,1
43991,0
27034,0
39613,1
17049,1
9930,1
19898,0
3611,1
33312,1
15824,0
16231,1
31736,1
7830,0
44823,0
16123,0
27198,0
28354,1
1660,1
25034,0
6289,0
27171,1
43310,0
7379,1
3069,0
17309,0
27815,0
39397,0
8805,0
31405,1
18308,0
17282,1
3980,0
29797,0
7252,0
39835,1
25618,1
34841,0
30615,0
15935,1
9019,0
37331,1
26969,1
25972,1
19863,1
5965,0
1028,0
40096,0
39077,1
9176,1
17239,1
27556,0
10832,1
8577,1
1993,1
37735,0
1448,1
7671,1
24057,1
3915,1
31266,0
26996,1
37756,1
10244,0
25241,1
40440,1
30445,1
25397,0
27101,1
8725,0
22860,0
34980,1
1365,1
29333,0
179,0
4425,1
35397,0
38027,0
16802,1
27096,1
4263,0
27740,0
11680,0
23978,1
8037,1
1195,0
753,0
23942,1
28924,1
11673,1
16677,1
10312,0
8202,1
38020,1
35683,1
11024,1
37990,1
32620,1
4981,1
43810,0
23648,1
16773,1
6937,0
37734,1
15076,1
19398,1
16401,1
29608,0
12725,0
26146,0
22586,0
19360,0
26346,1
14079,1
20039,0
37678,1
8391,1
30301,1
36424,1
11395,1
31314,1
41775,0
30282,0
27333,0
3282,1
28088,0
20968,1
25704,1
7304,0
20547,1
31682,1
23912,0
26150,1
11544,0
25095,1
33777,0
24158,0
23024,1
8038,0
31084,0
13238,0
15365,0
1487,0
6908,0
22761,1
20338,0
33275,0
3958,0
30768,1
42995,0
3576,0
37,1
36756,1
16772,0
14746,0
11432,1
4625,0
14574,1
35228,1
13269,1
13686,1
33711,0
29213,0
40882,1
22709,0
39089,0
10084,0
17779,1
18879,1
9076,0
38786,1
25607,0
37997,1
36841,1
1700,1
28025,1
35796,0
1890,1
4631,1
11108,1
18706,1
5330,1
40466,0
11211,0
496,1
619,0
1605,0
24297,0
19736,1
18638,0
9681,1
40035,0
17694,0
22331,0
26006,1
17766,1
14694,0
21001,1
7011,1
28626,0
10020,1
31032,0
41006,0
392,0
40595,1
25592,0
4678,0
7744,0
26861,1
15010,1
36220,0
27926,0
10562,0
15612,0
19145,0
7017,1
39275,1
6403,0
5064,1
4560,0
13939,1
3889,1
34648,0
18259,1
40288,1
38331,0
44340,0
32323,1
8422,1
29600,0
27804,0
11776,1
16302,1
7024,1
33160,0
11655,0
12195,0
27473,0
18365,0
42089,0
20165,0
2812,1
41282,1
33189,1
33991,0
2846,1
22700,0
29182,0
6450,0
4567,0
33836,1
29834,0
39520,0
41685,1
4332,1
27505,0
10806,1
33323,0
30555,1
31725,0
460,0
13307,1
29290,0
35162,1
17402,1
29907,1
36985,1
7632,1
17644,0
37743,0
12620,0
24178,1
8901,0
22572,1
28804,0
15821,1
31461,0
20971,0
7604,0
13386,0
12570,1
2488,1
8919,1
1015,1
9951,0
44144,0
14703,1
21602,1
41454,1
21502,0
15182,0
22911,0
35473,1
38133,1
24324,0
32467,1
26841,0
32348,1
35998,0
33443,1
40728,0
37508,1
36219,0
41456,1
14340,0
36544,0
25255,0
7425,1
24755,0
34091,1
13286,1
43471,0
37616,1
21221,1
8735,0
20473,1
15649,1
41646,1
33318,1
19760,0
3547,0
21170,0
23271,1
4422,0
37718,0
38085,1
24016,1
10523,1
4045,0
792,1
22602,0
37504,0
10550,0
25055,0
5783,0
36230,0
23693,1
36144,0
34110,0
32554,0
6179,0
28819,0
44405,0
39752,0
13111,1
22393,0
19942,1
37031,1
36246,0
8910,0
42463,0
22907,0
11301,0
12832,0
2815,0
31636,1
11565,1
26337,0
31408,1
1372,1
30337,0
24002,0
37276,1
20264,1
40897,1
38443,1
37885,1
15117,1
17685,0
7959,1
34018,0
32903,0
29629,0
2001,0
4290,1
6063,0
39749,1
17149,1
11489,1
41088,0
3947,0
26562,1
7729,0
10704,0
26344,0
5160,1
3622,1
43978,0
27501,1
36777,1
36826,0
39575,1
26336,1
33356,1
32393,0
34681,0
9020,1
15737,0
15289,1
32215,1
25799,0
23728,0
5053,0
3862,0
33444,0
15126,0
10798,1
25610,0
26037,1
9166,0
37779,0
20885,0
18934,1
1340,1
45047,0
19528,0
4711,0
19882,1
35667,0
2284,0
12706,0
38906,1
43028,0
37497,0
4656,0
160,0
33936,1
2753,0
24914,1
5522,1
1490,1
7385,1
5046,0
11577,1
27015,1
12870,0
6059,1
19406,0
26073,1
39315,1
17194,0
14741,0
23508,0
34030,1
29632,0
30177,1
28024,0
10733,0
28580,0
41051,1
32040,0
40765,0
3075,1
39325,1
34251,0
6943,1
11339,1
25918,0
10897,0
13293,1
15686,0
13679,1
21034,0
9457,1
25674,0
20783,0
9556,1
18589,0
31206,0
36734,1
17139,0
30592,0
5686,0
39071,0
31310,1
22110,1
25365,0
35465,0
14562,0
35112,0
18468,0
2781,1
24433,0
28241,1
23115,1
14253,0
13048,0
43064,0
5817,0
38015,1
41873,0
14433,1
267,0
24878,1
25990,1
19707,0
25364,0
32074,1
28930,1
42932,0
10996,1
17745,1
19240,0
25633,1
40971,0
29612,1
30805,0
24049,0
42945,0
103,0
20825,1
14008,1
6589,0
39362,1
29855,1
30300,1
24346,1
29439,1
2614,0
22126,0
24420,1
39783,0
16081,0
15598,0
40832,1
4778,0
13105,1
16738,1
35925,1
37909,1
36982,0
28820,1
8627,0
3202,0
16098,1
27345,1
40157,1
40004,1
31012,1
1903,0
40211,0
14293,0
10781,0
14490,0
32414,0
9788,1
14801,0
41401,0
1254,1
32680,0
12906,0
1210,0
22250,0
11460,0
10789,0
25993,0
26986,1
42529,0
33424,0
40308,0
5218,1
39456,0
37436,0
4665,0
27251,0
7706,0
41935,0
6486,0
305,0
19778,1
39812,1
31210,0
10950,1
5363,0
25900,0
22900,1
32039,1
20980,1
4138,1
39238,1
35141,0
40019,0
3394,0
43048,0
2701,1
26781,0
28956,0
22311,0
28464,1
36523,0
37918,1
41686,1
2579,0
7498,1
39649,1
7926,0
22001,1
10537,1
4321,0
25237,0
36554,1
4945,0
16823,1
10955,1
15966,1
27269,1
16703,0
33361,0
37178,0
11617,0
37648,1
30628,1
34005,1
34479,1
33277,0
37083,0
349,0
42214,0
12136,0
8443,1
41705,0
38452,1
3749,1
30059,1
11021,0
36247,0
4858,0
11700,0
23437,0
8166,1
10369,0
37271,1
17515,1
33064,1
19104,1
33118,1
43254,0
38890,0
42351,0
15661,1
20061,1
24643,0
26062,0
20625,1
9753,1
7384,1
23348,1
26189,0
34042,1
14982,0
34137,1
34649,1
30407,0
39378,1
36296,0
38879,0
36486,0
14343,1
36670,1
16908,0
24901,0
37228,1
33111,0
9328,0
6207,1
23846,1
27548,0
43239,0
35979,0
42900,0
21544,0
9050,1
28655,1
24464,0
22051,1
24017,0
29026,1
12173,1
11759,0
32994,1
21338,1
32946,0
4456,0
3095,0
44447,0
11399,0
35218,1
22093,1
23130,0
38938,1
33986,1
32435,1
43294,0
37748,0
17391,1
41807,0
32924,0
14093,0
15773,0
32001,1
2652,0
26258,0
29646,1
39803,0
27633,0
14153,0
637,1
7581,1
2213,1
43173,0
22530,1
36747,0
8948,1
334,1
24886,1
26158,0
32920,0
31105,0
19445,0
16001,1
36500,0
14566,0
9617,0
22079,0
19920,0
37462,0
34200,1
39437,1
6820,0
30486,0
6536,1
4001,1
6208,0
39847,0
17514,1
37270,0
26714,0
16778,1
17734,0
10954,1
23087,0
14088,1
16241,0
6568,1
21664,1
14611,0
13628,1
5631,0
39594,1
25039,0
19911,0
28589,0
43757,0
17062,0
29003,0
43128,0
39420,0
41587,1
18129,0
29387,0
3413,1
12293,1
1815,1
27710,0
24794,1
27355,1
11063,1
8455,0
41681,1
11603,1
23493,0
39095,1
39473,1
5932,0
8386,0
8989,1
35959,1
9844,0
34367,1
26101,0
13001,1
32558,1
24400,0
37769,0
22955,0
8413,0
10779,0
36537,1
35048,1
33789,1
42174,0
42635,0
37636,1
7871,1
27647,1
17970,1
41662,0
10046,0
14615,0
6235,0
5507,1
35849,1
17861,0
16,1
31329,1
14502,1
18679,0
13513,1
35957,0
21209,0
42425,0
2184,1
34814,1
37915,1
4775,1
25556,1
32863,1
25565,1
27282,0
42431,0
26766,0
38421,1
26363,0
10225,1
22417,1
10999,1
20774,1
17210,0
12045,1
28553,0
10331,0
33265,1
43473,0
21877,0
8194,0
35798,0
16394,1
42424,0
1555,0
16258,0
24454,1
44742,0
10018,1
21382,0
1204,1
23979,1
19163,0
993,0
20842,1
41693,1
20628,0
9729,1
8427,1
30162,1
19291,1
3276,1
9863,0
21595,0
28631,0
24676,0
29509,0
35445,0
38965,1
40177,0
41954,0
18441,0
23730,0
19250,1
42350,0
28505,1
18662,1
11098,0
39150,1
16538,0
29289,1
17302,1
38596,1
13566,1
26873,1
25276,0
27100,1
38746,0
23098,0
9577,0
31444,1
28057,0
32694,1
31930,1
35444,1
16466,0
28004,1
32496,0
40762,0
36568,0
10813,0
32114,1
19905,1
26509,1
28356,0
8086,0
33504,0
7350,0
13757,0
11818,0
33279,0
26889,1
20001,1
35843,1
152,1
25425,1
22294,0
17104,0
38826,0
4395,0
14175,1
11047,1
23512,0
14052,0
32138,1
15417,1
36158,0
33752,1
3134,1
6094,0
37506,1
18143,0
38001,1
32028,1
21058,0
14797,1
17519,0
27143,1
17040,1
3681,0
15508,1
32426,1
41156,0
28288,0
14946,0
21370,1
20240,0
39489,0
21190,0
12326,1
1976,0
22198,1
38489,0
14900,0
37746,0
1886,0
5810,1
8405,1
24890,0
24961,0
34829,0
44170,0
16953,0
36542,1
41189,0
40892,0
21204,1
21515,1
3254,1
3678,1
22800,0
9132,0
5796,1
8125,0
20854,1
8287,1
3840,0
19700,1
13598,1
9107,1
9764,1
9030,0
18999,0
15375,0
28191,1
33206,1
44475,0
2769,0
3951,1
42211,0
19895,1
21354,0
18985,1
24199,1
38472,1
5413,1
1697,1
8447,1
1574,1
8798,1
44034,0
31201,1
43083,0
18357,0
3676,1
40583,0
28300,0
2279,1
7924,0
37526,0
25051,1
44193,0
8340,0
11486,0
44032,0
28436,0
32458,1
31650,0
38224,1
18700,0
24874,0
37466,1
32701,0
646,1
28115,1
11326,0
17002,0
32632,0
2097,0
25894,1
42349,0
20351,0
5672,0
27010,0
35857,1
1741,0
11947,1
40551,0
13189,1
40493,0
12618,1
42554,0
5000,1
488,0
35963,1
1698,0
3024,0
32463,1
38812,1
23652,1
2578,0
20398,0
6497,0
23046,0
4345,1
41501,1
21969,0
5008,0
7710,1
8115,0
28668,1
19620,0
37170,1
35369,0
27196,0
26405,0
20513,1
28203,1
10019,0
17628,0
14811,0
7459,1
37000,0
40688,1
25126,1
14718,0
18178,0
20246,0
31862,0
15497,1
13241,1
21607,1
33835,1
38342,1
40472,1
21598,0
3163,1
5359,1
6295,0
5295,0
29129,1
34489,0
31919,1
30970,1
431,1
28565,1
4168,1
22512,0
25899,0
34963,0
28045,1
30566,1
41916,0
10347,0
7746,0
36587,0
37891,0
10255,0
26409,1
39113,1
13220,1
33063,1
30253,0
22519,1
13249,1
28778,0
44648,0
26921,1
35438,0
34371,0
38078,0
25057,0
12501,1
18435,0
40579,1
33091,0
43393,0
33138,0
18925,0
30541,0
16256,1
16887,0
8301,1
33415,0
43450,0
43324,0
27423,0
36330,1
2036,1
7501,0
10103,0
9084,0
32179,0
25822,0
43178,0
30234,0
7142,1
1547,1
5132,1
15033,1
16522,1
14524,1
9026,0
31705,1
9478,0
32745,0
44147,0
36357,0
16327,1
40111,0
16878,0
29631,1
33098,1
24344,1
6712,0
21905,1
7130,0
10442,1
545,0
44123,0
17797,1
13256,1
25690,0
36255,1
11095,0
36879,1
36199,0
42537,0
37381,1
18812,0
29382,0
3243,1
41194,1
4130,1
21329,0
16574,0
21830,0
29672,1
18029,1
17440,0
3088,1
34859,1
23478,1
15191,0
37934,0
34385,0
37517,0
10889,1
20446,1
850,1
4704,0
19514,1
34589,0
22699,1
10411,1
10809,0
40448,0
28955,0
30256,0
9957,0
34069,1
32483,0
138,1
17473,1
30433,1
10219,0
9624,0
8845,0
21418,1
37675,1
21434,1
16314,0
18927,0
1308,0
30037,1
26520,1
35669,1
24379,0
29743,0
29739,1
14647,1
16541,0
14282,0
24686,1
10397,0
27220,0
24455,1
40725,0
21468,1
21368,0
29678,0
18305,1
27094,1
23654,0
24323,0
8523,0
12144,0
39764,1
24326,1
21951,0
38549,1
40831,0
19023,1
40200,0
13879,0
33699,1
2568,0
10134,0
10126,1
33805,1
396,1
35260,1
24225,1
26212,1
30824,1
13243,0
25127,1
36031,0
9140,0
3847,1
2087,0
453,1
41425,0
17442,0
21427,0
29959,1
27881,0
21552,0
33727,1
22551,0
27963,1
429,1
41590,0
3997,0
40160,0
23054,1
24743,0
43118,0
1934,1
25515,0
6429,0
21726,0
17249,0
18219,0
20883,0
19436,0
905,1
13765,1
11290,1
5683,1
35045,0
29178,0
24529,1
28800,1
3424,0
36315,0
22305,1
3824,1
5265,1
43942,0
9785,0
9177,1
22717,0
13186,0
40715,0
41951,0
7433,1
22830,1
44057,0
16502,0
29069,1
41832,0
36943,0
26064,0
20041,0
10314,1
21953,0
43822,0
5480,1
22946,0
14669,1
39934,0
33594,1
42201,0
3738,0
40261,1
29508,0
1121,0
18411,1
15383,0
8087,1
13910,1
40722,1
2245,1
26910,1
18351,1
32481,1
42907,0
31828,0
10051,0
30215,0
16918,1
278,1
13980,1
21739,1
19689,0
15876,0
35657,0
10533,0
2318,1
38548,1
34254,1
40571,1
19454,1
21490,1
10011,1
28653,0
14534,0
33083,0
34370,1
32289,1
12514,0
31382,0
34432,1
3248,1
24979,1
41239,0
27115,0
7933,0
19182,1
7327,1
31550,1
15884,1
35912,0
14187,1
1188,0
4716,1
14256,0
18184,1
2918,0
35779,0
36197,1
32082,1
24111,0
33220,0
43748,0
10851,1
1500,1
18868,0
18726,1
19224,0
13136,0
20314,0
30483,1
1880,1
12674,1
20372,1
944,0
42383,0
33905,0
20377,0
10626,0
30175,0
38099,0
37996,0
9040,1
29622,0
2611,0
37594,0
25845,0
35403,0
29273,1
6151,1
34176,1
26283,1
30343,0
35842,0
7708,0
4466,0
5567,0
34807,1
890,0
22040,0
26197,1
20159,0
25795,0
2353,1
30209,1
8011,1
3107,0
35840,0
2022,0
34474,0
30725,1
24639,1
2785,1
28949,0
26601,1
8298,1
32508,1
31103,0
4181,1
14392,0
31709,1
1020,0
38886,0
17896,0
13172,1
1161,0
31853,1
7249,0
9175,0
15823,0
44868,0
24706,1
19785,0
8256,1
2850,0
11882,0
26024,1
31989,1
21090,1
12000,1
36364,1
26710,0
29623,0
2544,1
18138,1
11008,0
40159,0
1434,1
4669,1
8005,1
8944,0
19633,0
27861,1
6227,0
31641,0
8371,1
30730,0
37477,0
41438,0
28528,1
1967,1
40222,1
24431,1
4550,0
24747,0
28569,1
44963,0
10204,0
4754,1
