,reward,difficulty,duration,mobile,social,web,bogo,discount,informational,age,income,F,M,O,days_since_member,Y
43770,5,5,5,1,1,1,1,0,0,63,95000.0,0,1,0,1625,0
43771,0,0,4,1,0,1,0,0,1,49,47000.0,0,1,0,891,0
43772,5,5,7,1,0,1,1,0,0,49,47000.0,0,1,0,891,0
43773,5,20,10,0,0,1,0,1,0,49,47000.0,0,1,0,891,0
43774,5,5,5,1,1,1,1,0,0,49,47000.0,0,1,0,891,0
43775,0,0,4,1,0,1,0,0,1,71,99000.0,0,1,0,1764,0
43776,5,5,7,1,0,1,1,0,0,71,99000.0,0,1,0,1764,0
43777,5,20,10,0,0,1,0,1,0,71,99000.0,0,1,0,1764,0
43778,0,0,3,1,1,0,0,0,1,71,99000.0,0,1,0,1764,0
43779,5,5,5,1,1,1,1,0,0,71,99000.0,0,1,0,1764,0
43780,2,10,7,1,0,1,0,1,0,71,99000.0,0,1,0,1764,0
43781,10,10,5,1,1,1,1,0,0,33,42000.0,0,1,0,1607,0
43782,3,7,7,1,1,1,0,1,0,33,42000.0,0,1,0,1607,0
43783,2,10,10,1,1,1,0,1,0,33,42000.0,0,1,0,1607,0
43784,2,10,7,1,0,1,0,1,0,33,42000.0,0,1,0,1607,0
43785,10,10,5,1,1,1,1,0,0,19,71000.0,0,1,0,544,0
43786,5,5,7,1,0,1,1,0,0,19,71000.0,0,1,0,544,0
43787,5,5,5,1,1,1,1,0,0,19,71000.0,0,1,0,544,0
43788,10,10,5,1,1,1,1,0,0,29,43000.0,1,0,0,1620,0
43789,2,10,10,1,1,1,0,1,0,29,43000.0,1,0,0,1620,0
43790,5,20,10,0,0,1,0,1,0,73,92000.0,0,1,0,1429,0
43791,2,10,10,1,1,1,0,1,0,73,92000.0,0,1,0,1429,0
43792,0,0,3,1,1,0,0,0,1,73,92000.0,0,1,0,1429,0
43793,5,5,7,1,0,1,1,0,0,43,52000.0,1,0,0,1170,0
43794,5,20,10,0,0,1,0,1,0,43,52000.0,1,0,0,1170,0
43795,3,7,7,1,1,1,0,1,0,43,52000.0,1,0,0,1170,0
43796,10,10,7,1,1,0,1,0,0,45,35000.0,0,1,0,1511,0
43797,10,10,5,1,1,1,1,0,0,45,35000.0,0,1,0,1511,0
43798,0,0,4,1,0,1,0,0,1,45,35000.0,0,1,0,1511,0
43799,10,10,7,1,1,0,1,0,0,68,52000.0,0,1,0,1588,0
43800,10,10,5,1,1,1,1,0,0,68,52000.0,0,1,0,1588,0
43801,5,5,7,1,0,1,1,0,0,68,52000.0,0,1,0,1588,0
43802,5,20,10,0,0,1,0,1,0,68,52000.0,0,1,0,1588,0
43803,0,0,3,1,1,0,0,0,1,68,52000.0,0,1,0,1588,0
43804,10,10,7,1,1,0,1,0,0,44,63000.0,0,1,0,910,0
43805,3,7,7,1,1,1,0,1,0,44,63000.0,0,1,0,910,0
43806,2,10,7,1,0,1,0,1,0,44,63000.0,0,1,0,910,0
43807,10,10,5,1,1,1,1,0,0,68,82000.0,1,0,0,877,0
43808,5,5,7,1,0,1,1,0,0,68,82000.0,1,0,0,877,0
43809,5,20,10,0,0,1,0,1,0,68,82000.0,1,0,0,877,0
43810,2,10,7,1,0,1,0,1,0,68,82000.0,1,0,0,877,0
43811,10,10,7,1,1,0,1,0,0,48,100000.0,1,0,0,1678,0
43812,0,0,4,1,0,1,0,0,1,48,100000.0,1,0,0,1678,0
43813,5,20,10,0,0,1,0,1,0,48,100000.0,1,0,0,1678,0
43814,5,5,5,1,1,1,1,0,0,48,100000.0,1,0,0,1678,0
43815,5,20,10,0,0,1,0,1,0,88,95000.0,1,0,0,766,0
43816,2,10,10,1,1,1,0,1,0,88,95000.0,1,0,0,766,0
43817,5,5,5,1,1,1,1,0,0,88,95000.0,1,0,0,766,0
43818,2,10,7,1,0,1,0,1,0,88,95000.0,1,0,0,766,0
43819,10,10,7,1,1,0,1,0,0,47,40000.0,0,1,0,1461,0
43820,2,10,7,1,0,1,0,1,0,47,40000.0,0,1,0,1461,0
43821,0,0,4,1,0,1,0,0,1,69,70000.0,1,0,0,972,0
43822,5,20,10,0,0,1,0,1,0,69,70000.0,1,0,0,972,0
43823,2,10,7,1,0,1,0,1,0,69,70000.0,1,0,0,972,0
43824,5,5,7,1,0,1,1,0,0,67,92000.0,0,1,0,281,0
43825,5,20,10,0,0,1,0,1,0,67,92000.0,0,1,0,281,0
43826,3,7,7,1,1,1,0,1,0,67,92000.0,0,1,0,281,0
43827,2,10,10,1,1,1,0,1,0,67,92000.0,0,1,0,281,0
43828,0,0,3,1,1,0,0,0,1,67,92000.0,0,1,0,281,0
43829,10,10,5,1,1,1,1,0,0,67,80000.0,0,1,0,1597,0
43830,0,0,4,1,0,1,0,0,1,67,80000.0,0,1,0,1597,0
43831,10,10,5,1,1,1,1,0,0,34,41000.0,0,1,0,1721,0
43832,0,0,4,1,0,1,0,0,1,34,41000.0,0,1,0,1721,0
43833,5,20,10,0,0,1,0,1,0,34,41000.0,0,1,0,1721,0
43834,2,10,10,1,1,1,0,1,0,34,41000.0,0,1,0,1721,0
43835,10,10,7,1,1,0,1,0,0,42,72000.0,1,0,0,1611,0
43836,5,5,7,1,0,1,1,0,0,42,72000.0,1,0,0,1611,0
43837,3,7,7,1,1,1,0,1,0,42,72000.0,1,0,0,1611,0
43838,2,10,10,1,1,1,0,1,0,42,72000.0,1,0,0,1611,0
43839,2,10,10,1,1,1,0,1,0,69,45000.0,0,1,0,1540,0
43840,5,5,5,1,1,1,1,0,0,69,45000.0,0,1,0,1540,0
43841,10,10,7,1,1,0,1,0,0,91,89000.0,1,0,0,1653,0
43842,5,5,7,1,0,1,1,0,0,91,89000.0,1,0,0,1653,0
43843,3,7,7,1,1,1,0,1,0,91,89000.0,1,0,0,1653,0
43844,5,5,5,1,1,1,1,0,0,91,89000.0,1,0,0,1653,0
43845,10,10,7,1,1,0,1,0,0,24,55000.0,0,1,0,1637,0
43846,5,5,7,1,0,1,1,0,0,24,55000.0,0,1,0,1637,0
43847,3,7,7,1,1,1,0,1,0,24,55000.0,0,1,0,1637,0
43848,10,10,7,1,1,0,1,0,0,47,57000.0,0,1,0,1260,0
43849,10,10,5,1,1,1,1,0,0,47,57000.0,0,1,0,1260,0
43850,0,0,4,1,0,1,0,0,1,47,57000.0,0,1,0,1260,0
43851,2,10,7,1,0,1,0,1,0,47,57000.0,0,1,0,1260,0
43852,10,10,7,1,1,0,1,0,0,31,41000.0,0,1,0,737,0
43853,5,20,10,0,0,1,0,1,0,31,41000.0,0,1,0,737,0
43854,2,10,7,1,0,1,0,1,0,31,41000.0,0,1,0,737,0
43855,10,10,5,1,1,1,1,0,0,44,83000.0,1,0,0,1704,0
43856,5,20,10,0,0,1,0,1,0,44,83000.0,1,0,0,1704,0
43857,2,10,10,1,1,1,0,1,0,44,83000.0,1,0,0,1704,0
43858,10,10,5,1,1,1,1,0,0,58,52000.0,0,1,0,1693,0
43859,5,20,10,0,0,1,0,1,0,58,52000.0,0,1,0,1693,0
43860,10,10,5,1,1,1,1,0,0,83,104000.0,1,0,0,1696,0
43861,5,5,7,1,0,1,1,0,0,83,104000.0,1,0,0,1696,0
43862,5,20,10,0,0,1,0,1,0,83,104000.0,1,0,0,1696,0
43863,0,0,3,1,1,0,0,0,1,83,104000.0,1,0,0,1696,0
43864,5,20,10,0,0,1,0,1,0,54,107000.0,1,0,0,1526,0
43865,5,5,5,1,1,1,1,0,0,54,107000.0,1,0,0,1526,0
43866,5,20,10,0,0,1,0,1,0,85,77000.0,1,0,0,1594,0
43867,5,5,5,1,1,1,1,0,0,85,77000.0,1,0,0,1594,0
43868,10,10,5,1,1,1,1,0,0,21,71000.0,0,1,0,1620,0
43869,2,10,10,1,1,1,0,1,0,21,71000.0,0,1,0,1620,0
43870,5,20,10,0,0,1,0,1,0,54,108000.0,1,0,0,1308,0
43871,2,10,10,1,1,1,0,1,0,54,108000.0,1,0,0,1308,0
43872,0,0,3,1,1,0,0,0,1,54,108000.0,1,0,0,1308,0
43873,5,20,10,0,0,1,0,1,0,24,51000.0,1,0,0,1722,0
43874,2,10,10,1,1,1,0,1,0,24,51000.0,1,0,0,1722,0
43875,10,10,5,1,1,1,1,0,0,25,64000.0,0,1,0,1508,0
43876,5,5,7,1,0,1,1,0,0,25,64000.0,0,1,0,1508,0
43877,5,20,10,0,0,1,0,1,0,25,64000.0,0,1,0,1508,0
43878,3,7,7,1,1,1,0,1,0,25,64000.0,0,1,0,1508,0
43879,5,5,7,1,0,1,1,0,0,33,36000.0,1,0,0,1178,0
43880,2,10,7,1,0,1,0,1,0,65,90000.0,1,0,0,811,0
43881,5,20,10,0,0,1,0,1,0,82,63000.0,0,1,0,1547,0
43882,2,10,10,1,1,1,0,1,0,82,63000.0,0,1,0,1547,0
43883,10,10,5,1,1,1,1,0,0,55,52000.0,1,0,0,1174,0
43884,5,5,7,1,0,1,1,0,0,55,52000.0,1,0,0,1174,0
43885,5,20,10,0,0,1,0,1,0,55,52000.0,1,0,0,1174,0
43886,0,0,3,1,1,0,0,0,1,23,31000.0,0,1,0,840,0
43887,5,5,5,1,1,1,1,0,0,23,31000.0,0,1,0,840,0
43888,3,7,7,1,1,1,0,1,0,48,72000.0,0,1,0,889,0
43889,0,0,4,1,0,1,0,0,1,88,68000.0,1,0,0,1493,0
43890,3,7,7,1,1,1,0,1,0,88,68000.0,1,0,0,1493,0
43891,10,10,7,1,1,0,1,0,0,47,43000.0,0,1,0,1019,0
43892,5,20,10,0,0,1,0,1,0,47,43000.0,0,1,0,1019,0
43893,10,10,7,1,1,0,1,0,0,30,39000.0,0,1,0,1148,0
43894,0,0,4,1,0,1,0,0,1,30,39000.0,0,1,0,1148,0
43895,5,5,7,1,0,1,1,0,0,57,87000.0,1,0,0,1542,0
43896,2,10,7,1,0,1,0,1,0,57,87000.0,1,0,0,1542,0
43897,10,10,5,1,1,1,1,0,0,34,36000.0,0,1,0,1762,0
43898,0,0,4,1,0,1,0,0,1,34,36000.0,0,1,0,1762,0
43899,5,5,7,1,0,1,1,0,0,34,36000.0,0,1,0,1762,0
43900,2,10,10,1,1,1,0,1,0,34,36000.0,0,1,0,1762,0
43901,5,5,5,1,1,1,1,0,0,34,36000.0,0,1,0,1762,0
43902,2,10,7,1,0,1,0,1,0,34,36000.0,0,1,0,1762,0
43903,10,10,7,1,1,0,1,0,0,37,40000.0,1,0,0,1551,0
43904,5,20,10,0,0,1,0,1,0,37,40000.0,1,0,0,1551,0
43905,2,10,10,1,1,1,0,1,0,37,40000.0,1,0,0,1551,0
43906,0,0,3,1,1,0,0,0,1,37,40000.0,1,0,0,1551,0
43907,10,10,5,1,1,1,1,0,0,21,32000.0,0,1,0,1782,0
43908,0,0,4,1,0,1,0,0,1,21,32000.0,0,1,0,1782,0
43909,3,7,7,1,1,1,0,1,0,21,32000.0,0,1,0,1782,0
43910,5,5,5,1,1,1,1,0,0,21,32000.0,0,1,0,1782,0
43911,5,5,7,1,0,1,1,0,0,28,73000.0,0,1,0,627,0
43912,2,10,10,1,1,1,0,1,0,28,73000.0,0,1,0,627,0
43913,10,10,7,1,1,0,1,0,0,50,97000.0,1,0,0,1459,0
43914,10,10,5,1,1,1,1,0,0,50,97000.0,1,0,0,1459,0
43915,5,5,7,1,0,1,1,0,0,51,90000.0,0,0,1,69,0
43916,5,20,10,0,0,1,0,1,0,51,90000.0,0,0,1,69,0
43917,3,7,7,1,1,1,0,1,0,51,90000.0,0,0,1,69,0
43918,0,0,3,1,1,0,0,0,1,51,90000.0,0,0,1,69,0
43919,10,10,7,1,1,0,1,0,0,24,59000.0,0,1,0,1261,0
43920,10,10,5,1,1,1,1,0,0,24,59000.0,0,1,0,1261,0
43921,5,20,10,0,0,1,0,1,0,24,59000.0,0,1,0,1261,0
43922,5,5,7,1,0,1,1,0,0,33,52000.0,1,0,0,1520,0
43923,5,20,10,0,0,1,0,1,0,33,52000.0,1,0,0,1520,0
43924,3,7,7,1,1,1,0,1,0,33,52000.0,1,0,0,1520,0
43925,2,10,10,1,1,1,0,1,0,33,52000.0,1,0,0,1520,0
43926,5,5,7,1,0,1,1,0,0,48,74000.0,0,1,0,760,0
43927,3,7,7,1,1,1,0,1,0,48,74000.0,0,1,0,760,0
43928,2,10,10,1,1,1,0,1,0,48,74000.0,0,1,0,760,0
43929,5,5,5,1,1,1,1,0,0,48,74000.0,0,1,0,760,0
43930,10,10,5,1,1,1,1,0,0,95,52000.0,0,1,0,1669,0
43931,5,5,7,1,0,1,1,0,0,95,52000.0,0,1,0,1669,0
43932,3,7,7,1,1,1,0,1,0,95,52000.0,0,1,0,1669,0
43933,5,20,10,0,0,1,0,1,0,38,71000.0,0,1,0,1352,0
43934,3,7,7,1,1,1,0,1,0,38,71000.0,0,1,0,1352,0
43935,10,10,7,1,1,0,1,0,0,58,97000.0,1,0,0,1640,0
43936,10,10,5,1,1,1,1,0,0,58,97000.0,1,0,0,1640,0
43937,3,7,7,1,1,1,0,1,0,58,97000.0,1,0,0,1640,0
43938,2,10,7,1,0,1,0,1,0,58,97000.0,1,0,0,1640,0
43939,5,20,10,0,0,1,0,1,0,48,87000.0,0,0,1,944,0
43940,10,10,7,1,1,0,1,0,0,64,56000.0,0,1,0,654,0
43941,0,0,4,1,0,1,0,0,1,64,56000.0,0,1,0,654,0
43942,0,0,3,1,1,0,0,0,1,64,56000.0,0,1,0,654,0
43943,5,5,5,1,1,1,1,0,0,64,56000.0,0,1,0,654,0
43944,10,10,5,1,1,1,1,0,0,65,90000.0,0,1,0,383,0
43945,5,5,5,1,1,1,1,0,0,65,90000.0,0,1,0,383,0
43946,10,10,5,1,1,1,1,0,0,78,89000.0,1,0,0,1583,0
43947,0,0,3,1,1,0,0,0,1,78,89000.0,1,0,0,1583,0
43948,10,10,5,1,1,1,1,0,0,43,51000.0,0,1,0,1699,0
43949,5,5,7,1,0,1,1,0,0,43,51000.0,0,1,0,1699,0
43950,3,7,7,1,1,1,0,1,0,43,51000.0,0,1,0,1699,0
43951,2,10,10,1,1,1,0,1,0,43,51000.0,0,1,0,1699,0
43952,5,5,5,1,1,1,1,0,0,43,51000.0,0,1,0,1699,0
43953,0,0,3,1,1,0,0,0,1,59,90000.0,1,0,0,1465,0
43954,10,10,5,1,1,1,1,0,0,80,92000.0,1,0,0,820,0
43955,0,0,4,1,0,1,0,0,1,80,92000.0,1,0,0,820,0
43956,5,20,10,0,0,1,0,1,0,80,92000.0,1,0,0,820,0
43957,0,0,3,1,1,0,0,0,1,80,92000.0,1,0,0,820,0
43958,5,20,10,0,0,1,0,1,0,64,84000.0,1,0,0,766,0
43959,3,7,7,1,1,1,0,1,0,64,84000.0,1,0,0,766,0
43960,5,5,5,1,1,1,1,0,0,64,84000.0,1,0,0,766,0
43961,10,10,7,1,1,0,1,0,0,63,44000.0,0,1,0,1227,0
43962,5,20,10,0,0,1,0,1,0,63,44000.0,0,1,0,1227,0
43963,2,10,10,1,1,1,0,1,0,63,44000.0,0,1,0,1227,0
43964,10,10,5,1,1,1,1,0,0,33,50000.0,0,1,0,1274,0
43965,2,10,10,1,1,1,0,1,0,33,50000.0,0,1,0,1274,0
43966,2,10,7,1,0,1,0,1,0,33,50000.0,0,1,0,1274,0
43967,5,20,10,0,0,1,0,1,0,52,74000.0,0,1,0,1639,0
43968,5,5,5,1,1,1,1,0,0,52,74000.0,0,1,0,1639,0
43969,10,10,7,1,1,0,1,0,0,55,100000.0,0,1,0,1379,0
43970,5,20,10,0,0,1,0,1,0,55,100000.0,0,1,0,1379,0
43971,2,10,10,1,1,1,0,1,0,55,100000.0,0,1,0,1379,0
43972,5,5,7,1,0,1,1,0,0,34,74000.0,1,0,0,1668,0
43973,3,7,7,1,1,1,0,1,0,34,74000.0,1,0,0,1668,0
43974,2,10,10,1,1,1,0,1,0,34,74000.0,1,0,0,1668,0
43975,3,7,7,1,1,1,0,1,0,62,82000.0,1,0,0,1454,0
43976,5,5,5,1,1,1,1,0,0,62,82000.0,1,0,0,1454,0
43977,5,5,5,1,1,1,1,0,0,66,68000.0,0,1,0,463,0
43978,10,10,7,1,1,0,1,0,0,59,86000.0,0,0,1,1472,0
43979,5,5,7,1,0,1,1,0,0,59,86000.0,0,0,1,1472,0
43980,3,7,7,1,1,1,0,1,0,59,86000.0,0,0,1,1472,0
43981,5,5,7,1,0,1,1,0,0,65,35000.0,0,1,0,1090,0
43982,3,7,7,1,1,1,0,1,0,65,35000.0,0,1,0,1090,0
43983,0,0,4,1,0,1,0,0,1,41,41000.0,0,1,0,440,0
43984,3,7,7,1,1,1,0,1,0,41,41000.0,0,1,0,440,0
43985,5,5,5,1,1,1,1,0,0,41,41000.0,0,1,0,440,0
43986,2,10,7,1,0,1,0,1,0,41,41000.0,0,1,0,440,0
43987,10,10,7,1,1,0,1,0,0,55,63000.0,0,1,0,618,0
43988,10,10,5,1,1,1,1,0,0,55,63000.0,0,1,0,618,0
43989,5,5,7,1,0,1,1,0,0,55,63000.0,0,1,0,618,0
43990,3,7,7,1,1,1,0,1,0,55,63000.0,0,1,0,618,0
43991,2,10,7,1,0,1,0,1,0,55,63000.0,0,1,0,618,0
43992,0,0,4,1,0,1,0,0,1,19,32000.0,1,0,0,1088,0
43993,5,5,5,1,1,1,1,0,0,19,32000.0,1,0,0,1088,0
43994,2,10,7,1,0,1,0,1,0,19,32000.0,1,0,0,1088,0
43995,0,0,4,1,0,1,0,0,1,82,82000.0,1,0,0,760,0
43996,2,10,10,1,1,1,0,1,0,82,82000.0,1,0,0,760,0
43997,0,0,3,1,1,0,0,0,1,82,82000.0,1,0,0,760,0
43998,5,5,5,1,1,1,1,0,0,64,32000.0,0,1,0,964,0
43999,10,10,5,1,1,1,1,0,0,49,36000.0,1,0,0,1336,0
44000,5,20,10,0,0,1,0,1,0,49,36000.0,1,0,0,1336,0
44001,2,10,10,1,1,1,0,1,0,49,36000.0,1,0,0,1336,0
44002,10,10,7,1,1,0,1,0,0,45,67000.0,0,1,0,1740,0
44003,0,0,4,1,0,1,0,0,1,45,67000.0,0,1,0,1740,0
44004,0,0,3,1,1,0,0,0,1,45,67000.0,0,1,0,1740,0
44005,5,5,5,1,1,1,1,0,0,45,67000.0,0,1,0,1740,0
44006,2,10,7,1,0,1,0,1,0,45,67000.0,0,1,0,1740,0
44007,10,10,7,1,1,0,1,0,0,24,32000.0,0,1,0,1255,0
44008,5,5,7,1,0,1,1,0,0,24,32000.0,0,1,0,1255,0
44009,5,20,10,0,0,1,0,1,0,24,32000.0,0,1,0,1255,0
44010,2,10,7,1,0,1,0,1,0,24,32000.0,0,1,0,1255,0
44011,0,0,4,1,0,1,0,0,1,52,92000.0,1,0,0,831,0
44012,2,10,10,1,1,1,0,1,0,52,92000.0,1,0,0,831,0
44013,0,0,3,1,1,0,0,0,1,52,92000.0,1,0,0,831,0
44014,5,5,5,1,1,1,1,0,0,52,92000.0,1,0,0,831,0
44015,10,10,5,1,1,1,1,0,0,70,109000.0,1,0,0,1480,0
44016,3,7,7,1,1,1,0,1,0,70,109000.0,1,0,0,1480,0
44017,5,5,7,1,0,1,1,0,0,43,60000.0,1,0,0,1752,0
44018,2,10,7,1,0,1,0,1,0,43,60000.0,1,0,0,1752,0
44019,10,10,7,1,1,0,1,0,0,26,64000.0,1,0,0,1737,0
44020,10,10,5,1,1,1,1,0,0,26,64000.0,1,0,0,1737,0
44021,0,0,4,1,0,1,0,0,1,26,64000.0,1,0,0,1737,0
44022,2,10,10,1,1,1,0,1,0,26,64000.0,1,0,0,1737,0
44023,5,5,5,1,1,1,1,0,0,26,64000.0,1,0,0,1737,0
44024,5,5,7,1,0,1,1,0,0,47,61000.0,1,0,0,1632,0
44025,2,10,7,1,0,1,0,1,0,47,61000.0,1,0,0,1632,0
44026,10,10,5,1,1,1,1,0,0,61,45000.0,0,1,0,34,0
44027,0,0,3,1,1,0,0,0,1,61,45000.0,0,1,0,34,0
44028,2,10,7,1,0,1,0,1,0,61,45000.0,0,1,0,34,0
44029,3,7,7,1,1,1,0,1,0,59,86000.0,1,0,0,1493,0
44030,2,10,7,1,0,1,0,1,0,59,86000.0,1,0,0,1493,0
44031,10,10,7,1,1,0,1,0,0,41,41000.0,0,1,0,654,0
44032,5,20,10,0,0,1,0,1,0,41,41000.0,0,1,0,654,0
44033,3,7,7,1,1,1,0,1,0,41,41000.0,0,1,0,654,0
44034,0,0,4,1,0,1,0,0,1,32,59000.0,0,1,0,1578,0
44035,5,5,7,1,0,1,1,0,0,32,59000.0,0,1,0,1578,0
44036,5,20,10,0,0,1,0,1,0,32,59000.0,0,1,0,1578,0
44037,2,10,10,1,1,1,0,1,0,32,59000.0,0,1,0,1578,0
44038,0,0,3,1,1,0,0,0,1,32,59000.0,0,1,0,1578,0
44039,5,5,7,1,0,1,1,0,0,35,34000.0,1,0,0,1522,0
44040,2,10,10,1,1,1,0,1,0,35,34000.0,1,0,0,1522,0
44041,5,5,5,1,1,1,1,0,0,35,34000.0,1,0,0,1522,0
44042,2,10,7,1,0,1,0,1,0,35,34000.0,1,0,0,1522,0
44043,2,10,10,1,1,1,0,1,0,59,92000.0,1,0,0,1167,0
44044,2,10,7,1,0,1,0,1,0,59,92000.0,1,0,0,1167,0
44045,10,10,7,1,1,0,1,0,0,63,56000.0,1,0,0,1457,0
44046,10,10,5,1,1,1,1,0,0,63,56000.0,1,0,0,1457,0
44047,10,10,7,1,1,0,1,0,0,55,103000.0,1,0,0,752,0
44048,0,0,4,1,0,1,0,0,1,55,103000.0,1,0,0,752,0
44049,10,10,7,1,1,0,1,0,0,45,40000.0,0,1,0,1785,0
44050,5,5,5,1,1,1,1,0,0,45,40000.0,0,1,0,1785,0
44051,2,10,7,1,0,1,0,1,0,45,40000.0,0,1,0,1785,0
44052,0,0,4,1,0,1,0,0,1,57,65000.0,0,1,0,20,0
44053,3,7,7,1,1,1,0,1,0,57,65000.0,0,1,0,20,0
44054,2,10,10,1,1,1,0,1,0,57,65000.0,0,1,0,20,0
44055,0,0,3,1,1,0,0,0,1,57,65000.0,0,1,0,20,0
44056,5,5,5,1,1,1,1,0,0,57,65000.0,0,1,0,20,0
44057,5,5,7,1,0,1,1,0,0,46,91000.0,0,0,1,1548,0
44058,5,20,10,0,0,1,0,1,0,46,91000.0,0,0,1,1548,0
44059,0,0,3,1,1,0,0,0,1,46,91000.0,0,0,1,1548,0
44060,2,10,7,1,0,1,0,1,0,46,91000.0,0,0,1,1548,0
44061,10,10,5,1,1,1,1,0,0,53,69000.0,1,0,0,638,0
44062,5,5,7,1,0,1,1,0,0,30,69000.0,1,0,0,848,0
44063,3,7,7,1,1,1,0,1,0,30,69000.0,1,0,0,848,0
44064,2,10,10,1,1,1,0,1,0,30,69000.0,1,0,0,848,0
44065,0,0,3,1,1,0,0,0,1,30,69000.0,1,0,0,848,0
44066,2,10,7,1,0,1,0,1,0,30,69000.0,1,0,0,848,0
44067,3,7,7,1,1,1,0,1,0,52,119000.0,0,1,0,817,0
44068,5,5,7,1,0,1,1,0,0,88,116000.0,1,0,0,887,0
44069,5,20,10,0,0,1,0,1,0,52,73000.0,1,0,0,1179,0
44070,3,7,7,1,1,1,0,1,0,52,73000.0,1,0,0,1179,0
44071,2,10,7,1,0,1,0,1,0,52,73000.0,1,0,0,1179,0
44072,2,10,7,1,0,1,0,1,0,20,73000.0,0,1,0,337,0
44073,10,10,7,1,1,0,1,0,0,38,52000.0,0,1,0,1306,0
44074,10,10,5,1,1,1,1,0,0,38,52000.0,0,1,0,1306,0
44075,3,7,7,1,1,1,0,1,0,38,52000.0,0,1,0,1306,0
44076,0,0,3,1,1,0,0,0,1,38,52000.0,0,1,0,1306,0
44077,2,10,7,1,0,1,0,1,0,38,52000.0,0,1,0,1306,0
44078,10,10,5,1,1,1,1,0,0,32,73000.0,0,1,0,1514,0
44079,3,7,7,1,1,1,0,1,0,32,73000.0,0,1,0,1514,0
44080,2,10,7,1,0,1,0,1,0,32,73000.0,0,1,0,1514,0
44081,0,0,4,1,0,1,0,0,1,48,31000.0,0,1,0,1715,0
44082,3,7,7,1,1,1,0,1,0,48,31000.0,0,1,0,1715,0
44083,10,10,7,1,1,0,1,0,0,27,37000.0,0,1,0,1586,0
44084,5,20,10,0,0,1,0,1,0,27,37000.0,0,1,0,1586,0
44085,10,10,7,1,1,0,1,0,0,58,78000.0,0,1,0,1696,0
44086,5,5,7,1,0,1,1,0,0,58,78000.0,0,1,0,1696,0
44087,3,7,7,1,1,1,0,1,0,58,78000.0,0,1,0,1696,0
44088,5,5,5,1,1,1,1,0,0,58,78000.0,0,1,0,1696,0
44089,10,10,7,1,1,0,1,0,0,48,69000.0,1,0,0,1520,0
44090,10,10,5,1,1,1,1,0,0,48,69000.0,1,0,0,1520,0
44091,3,7,7,1,1,1,0,1,0,48,69000.0,1,0,0,1520,0
44092,10,10,7,1,1,0,1,0,0,68,58000.0,0,1,0,1654,0
44093,5,20,10,0,0,1,0,1,0,68,58000.0,0,1,0,1654,0
44094,3,7,7,1,1,1,0,1,0,68,58000.0,0,1,0,1654,0
44095,2,10,10,1,1,1,0,1,0,68,58000.0,0,1,0,1654,0
44096,0,0,3,1,1,0,0,0,1,68,58000.0,0,1,0,1654,0
44097,0,0,3,1,1,0,0,0,1,39,93000.0,1,0,0,1769,0
44098,2,10,7,1,0,1,0,1,0,39,93000.0,1,0,0,1769,0
44099,10,10,5,1,1,1,1,0,0,22,54000.0,0,1,0,1569,0
44100,3,7,7,1,1,1,0,1,0,22,54000.0,0,1,0,1569,0
44101,2,10,10,1,1,1,0,1,0,22,54000.0,0,1,0,1569,0
44102,10,10,5,1,1,1,1,0,0,67,51000.0,0,1,0,1792,0
44103,5,5,7,1,0,1,1,0,0,67,51000.0,0,1,0,1792,0
44104,2,10,10,1,1,1,0,1,0,67,51000.0,0,1,0,1792,0
44105,5,5,5,1,1,1,1,0,0,67,51000.0,0,1,0,1792,0
44106,10,10,7,1,1,0,1,0,0,54,92000.0,0,1,0,743,0
44107,5,20,10,0,0,1,0,1,0,54,92000.0,0,1,0,743,0
44108,2,10,7,1,0,1,0,1,0,54,92000.0,0,1,0,743,0
44109,0,0,4,1,0,1,0,0,1,54,71000.0,0,1,0,1269,0
44110,3,7,7,1,1,1,0,1,0,54,71000.0,0,1,0,1269,0
44111,2,10,10,1,1,1,0,1,0,54,71000.0,0,1,0,1269,0
44112,0,0,3,1,1,0,0,0,1,54,71000.0,0,1,0,1269,0
44113,2,10,7,1,0,1,0,1,0,54,71000.0,0,1,0,1269,0
44114,0,0,4,1,0,1,0,0,1,73,32000.0,0,1,0,1821,0
44115,5,5,7,1,0,1,1,0,0,73,32000.0,0,1,0,1821,0
44116,2,10,10,1,1,1,0,1,0,73,32000.0,0,1,0,1821,0
44117,5,5,5,1,1,1,1,0,0,66,92000.0,1,0,0,1148,0
44118,5,5,7,1,0,1,1,0,0,49,89000.0,1,0,0,1627,0
44119,3,7,7,1,1,1,0,1,0,49,89000.0,1,0,0,1627,0
44120,2,10,10,1,1,1,0,1,0,49,89000.0,1,0,0,1627,0
44121,3,7,7,1,1,1,0,1,0,51,68000.0,0,1,0,349,0
44122,2,10,10,1,1,1,0,1,0,51,68000.0,0,1,0,349,0
44123,2,10,7,1,0,1,0,1,0,51,68000.0,0,1,0,349,0
44124,10,10,7,1,1,0,1,0,0,36,74000.0,1,0,0,1224,0
44125,2,10,7,1,0,1,0,1,0,36,74000.0,1,0,0,1224,0
44126,10,10,5,1,1,1,1,0,0,72,104000.0,1,0,0,762,0
44127,3,7,7,1,1,1,0,1,0,72,104000.0,1,0,0,762,0
44128,2,10,10,1,1,1,0,1,0,72,104000.0,1,0,0,762,0
44129,0,0,3,1,1,0,0,0,1,72,104000.0,1,0,0,762,0
